sdv_primary_key,media_type,has_media,text_len,timestamp_hour,timestamp_minute,asks_for_reply,deadline,has_direct_mention,is_greeting,opt_out,otp,payment,promotional,suspicious_link,is_forwarded,has_url,n_mentions,chat_type,is_group,recent_messages_count,group_muted_by_user,membership_role,membership_messages_read_30d,membership_messages_sent_30d,membership_replies_sent_30d,membership_notifications_dismissed_30d,group_member_count,group_admin_count,group_messages_30d,group_type,sender_is_business,sender_is_verified,sender_type,sender_messages_opened_30d,sender_messages_replied_30d,sender_messages_reported_30d,sender_notifications_dismissed_30d,user_messages_opened_30d,user_messages_replied_30d,user_messages_reported_30d,user_notifications_dismissed_30d,has_quiet_hours,is_in_quiet_hours,is_business,business_is_verified,business_account_age_days,business_domain_age_days,business_messages_sent_30d,business_user_reports_30d,business_category,domain_matches_official,purchase_history_count,rel_activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,rel_allows_promotions,rel_opted_out,subscription,hist_message_opened,hist_message_replied,hist_message_reported,hist_muted_after_message,hist_notification_dismissed,similar_messages_count,priority,confidence,action,message_type,message_id
82,none,False,128,21,26,False,False,False,False,False,False,True,False,False,False,False,0,group,True,2,False,member,4,4,1,4,193,1,804,local_food,False,False,group,82,21,4,9,17,2,4,81,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,1,0,8,14,14,5,0.0,0.88,notify,payment,msg_054
83,none,False,122,18,51,False,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,14,14,5,2,44,1,132,book_club,False,False,group,96,27,3,19,93,28,4,42,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,5,2,0,0,0,1,0.0,0.75,digest,personal,msg_068
84,none,False,166,21,2,True,True,False,False,False,False,True,False,False,False,False,0,personal,False,5,False,none,0,0,0,0,0,0,0,none,False,False,personal,40,31,2,31,66,17,3,29,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,13,9,2,2,2,5,5.0,0.9,notify,urgent,msg_100
85,image,True,160,22,13,False,False,False,False,False,False,False,False,False,True,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,True,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,-5.0,0.85,mute,forward,msg_062
86,none,False,166,15,19,False,False,False,False,False,False,False,False,False,True,False,0,group,True,20,False,admin,15,15,7,2,184,4,742,society,False,False,group,83,22,1,16,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,-5.0,0.85,mute,forward,msg_043
87,image,True,163,22,44,False,False,False,False,False,False,False,False,False,False,False,0,group,True,10,False,admin,30,19,12,0,96,3,418,school_group,False,False,group,97,28,0,26,80,23,2,39,True,True,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,12,11,3,5,5,5,-2.0,0.85,notify,event,msg_077
88,voice,True,0,13,7,False,False,False,False,False,False,False,False,False,False,False,0,group,True,1,False,member,1,1,0,2,96,3,418,school_group,False,False,group,97,28,0,26,45,8,2,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,19,14,2,13,13,0,-4.0,0.75,digest,personal,msg_081
89,none,False,194,9,33,False,False,False,False,False,False,False,False,False,False,False,0,business,False,4,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,45,8,2,14,True,False,True,True,937,729,1243,3,ecommerce_delivery,True,3,3,5,1,0,0,False,recent_grocery_delivery,19,14,2,13,13,5,-1.0,0.85,notify,business_update,msg_025
90,voice,True,0,20,26,False,False,False,False,False,False,False,False,False,False,False,0,business,False,1,False,none,0,0,0,0,0,0,0,none,True,True,business,0,0,0,0,17,2,4,81,True,False,True,True,974,758,1286,4,bank,True,3,3,0,8,0,0,True,loan_promotions_opted_out,1,0,8,14,14,0,-1.0,0.9,mute,spam,msg_084
91,none,False,168,20,13,False,True,False,False,False,False,True,False,False,False,False,0,group,True,7,False,member,15,12,7,0,118,2,487,society,False,False,group,90,25,3,21,92,28,1,18,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,23,23,4,8,8,5,5.0,0.88,notify,payment,msg_022
