sdv_primary_key,media_type,has_media,text_len,timestamp_hour,timestamp_minute,asks_for_reply,deadline,has_direct_mention,is_greeting,opt_out,otp,payment,promotional,suspicious_link,is_forwarded,has_url,n_mentions,chat_type,is_group,recent_messages_count,group_muted_by_user,membership_role,membership_messages_read_30d,membership_messages_sent_30d,membership_replies_sent_30d,membership_notifications_dismissed_30d,group_member_count,group_admin_count,group_messages_30d,group_type,sender_is_business,sender_is_verified,sender_type,sender_messages_opened_30d,sender_messages_replied_30d,sender_messages_reported_30d,sender_notifications_dismissed_30d,user_messages_opened_30d,user_messages_replied_30d,user_messages_reported_30d,user_notifications_dismissed_30d,has_quiet_hours,is_in_quiet_hours,is_business,business_is_verified,business_account_age_days,business_domain_age_days,business_messages_sent_30d,business_user_reports_30d,business_category,domain_matches_official,purchase_history_count,rel_activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,rel_allows_promotions,rel_opted_out,subscription,hist_message_opened,hist_message_replied,hist_message_reported,hist_muted_after_message,hist_notification_dismissed,similar_messages_count,priority,confidence,action,message_type,message_id
1380,none,False,118,14,55,False,False,False,False,False,False,True,False,False,True,False,0,group,True,10,False,member,5,9,3,6,235,2,937,college_faculty,False,False,group,66,26,3,43,84,8,1,14,True,False,False,False,0,0,0,3,none,False,0,0,4,0,1,none,False,none,17,16,4,6,6,5,7,0.91,notify,event,synthetic
1381,none,False,171,19,55,False,False,False,False,False,True,False,False,False,False,False,0,group,True,0,False,member,7,3,7,1,6,0,66,coworker,True,False,group,79,24,3,41,113,30,3,13,True,False,False,False,0,0,0,12,none,True,0,0,5,0,1,none,True,none,1,1,1,1,1,5,8,0.79,mute,promotion,synthetic
1382,image,True,61,7,4,False,False,False,False,False,False,False,False,False,False,False,0,group,True,6,True,member,4,3,1,9,238,3,949,investment_tips,False,False,group,94,28,4,51,48,5,3,27,True,False,False,False,0,0,0,0,none,False,0,0,7,0,2,none,False,none,5,4,5,0,0,4,-11,0.75,digest,personal,synthetic
1383,none,True,217,20,10,False,False,False,False,False,False,False,False,False,False,False,0,group,True,17,False,none,3,0,0,2,9,1,105,marketplace,False,False,group,39,25,4,27,48,10,2,23,True,False,False,False,0,0,0,2,ecommerce_delivery,False,2,2,8,0,2,none,False,none,17,12,2,3,3,5,3,0.75,digest,promotion,synthetic
1384,none,False,109,11,13,False,False,False,False,True,False,False,False,False,False,False,0,group,True,1,False,member,1,1,0,6,78,0,494,society,False,True,group,64,30,4,18,20,3,4,65,True,False,True,False,0,0,0,2,none,False,0,0,6,0,2,none,False,none,0,0,6,1,1,5,2,0.75,digest,personal,synthetic
1385,none,False,230,17,32,True,False,False,False,False,False,False,True,False,True,False,0,business,True,14,False,member,4,11,5,9,123,2,526,none,True,False,group,42,13,2,5,36,13,3,58,True,False,False,False,1,1,47,51,none,False,0,0,5,0,0,none,False,none,16,18,6,15,15,5,4,0.88,notify,event,synthetic
1386,image,False,49,8,31,True,False,False,False,False,False,False,False,False,False,False,0,business,True,0,False,member,14,11,3,7,80,2,395,none,True,False,business,25,18,3,40,65,8,1,63,True,True,True,False,0,0,6,53,none,False,0,0,1,0,1,none,False,travel_promotions_opted_out,0,0,1,4,4,0,0,0.75,notify,urgent,synthetic
1387,none,False,202,8,5,False,False,False,False,True,False,False,True,False,False,False,0,group,True,9,False,member,2,0,1,2,31,0,246,none,False,False,group,30,25,4,16,105,27,2,16,True,False,False,False,2,1,92,16,none,True,1,1,8,0,1,none,False,none,13,12,0,0,0,5,3,0.75,notify,payment,synthetic
1388,none,False,154,19,42,True,False,False,False,True,False,False,False,False,False,False,0,business,False,3,False,none,5,1,5,0,0,0,12,marketplace,False,True,group,14,14,0,1,93,17,1,31,True,False,True,True,4408,3449,5104,48,logistics,True,7,7,8,9,1,0,True,loan_promotions_opted_out,3,2,5,18,18,5,-4,0.79,digest,event,synthetic
1389,none,False,77,21,34,False,False,False,False,False,False,True,False,False,False,False,0,personal,True,17,False,admin,9,9,10,6,186,3,761,local_food,False,False,group,94,31,3,49,116,39,1,13,True,False,False,False,0,0,0,0,none,False,0,0,1,0,1,none,False,none,23,22,6,1,1,0,-19,0.75,notify,urgent,synthetic
1390,none,False,180,16,44,False,False,False,False,False,False,False,False,False,False,False,0,group,True,13,True,admin,12,19,8,9,236,4,939,society,False,False,group,79,29,4,28,59,13,0,45,True,True,False,False,0,0,0,4,none,False,0,0,3,0,2,none,True,none,10,6,1,7,7,5,8,0.85,mute,payment,synthetic
1391,none,False,93,13,6,False,True,False,False,False,False,True,False,False,False,False,0,group,True,7,False,member,14,17,10,5,240,4,957,coworker,False,False,personal,97,31,3,53,45,8,3,66,True,False,False,False,0,0,0,0,retail,False,0,0,1,0,1,none,False,none,10,11,8,3,3,5,-17,0.75,digest,promotion,synthetic
1392,none,False,212,19,53,False,False,False,False,False,False,False,False,False,False,False,0,group,True,1,False,none,5,2,1,0,0,1,9,society,False,False,group,81,26,3,48,22,8,4,54,True,False,True,False,0,0,0,2,none,False,0,0,4,0,2,none,False,none,11,13,5,0,0,5,9,0.75,notify,event,synthetic
1393,image,False,95,21,13,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,5,False,none,4,1,2,1,1,1,16,society,False,False,group,72,27,4,23,60,16,1,37,True,False,True,False,0,0,0,15,none,False,0,0,2,0,0,none,True,none,12,17,8,3,3,5,-2,0.9,mute,scam,synthetic
1394,none,True,198,18,54,True,False,False,False,False,False,False,False,False,False,False,0,business,True,1,False,member,4,0,2,0,21,0,201,marketplace,True,True,business,9,24,0,7,101,35,3,16,True,False,True,False,3920,3061,4135,52,none,False,3,3,8,0,2,none,False,none,7,2,5,1,1,5,-12,0.75,digest,promotion,synthetic
1395,none,False,190,18,46,False,False,False,False,False,False,False,False,False,False,False,0,group,False,12,False,member,5,7,4,0,12,2,114,extended_family,False,False,group,92,27,4,19,60,9,4,47,True,False,False,False,0,0,0,2,none,False,0,0,6,0,1,none,False,none,11,7,2,1,1,5,5,0.75,digest,greeting,synthetic
1396,none,False,136,19,27,False,False,False,False,False,True,False,False,False,False,False,0,group,True,0,False,admin,25,19,12,8,237,3,943,school_group,False,False,group,97,31,2,52,108,24,1,45,True,False,False,False,0,0,0,0,none,False,0,0,6,0,2,none,False,none,3,0,8,1,1,5,-11,0.75,notify,payment,synthetic
1397,image,False,40,10,16,False,False,False,False,False,False,True,False,False,True,False,0,business,False,2,False,none,4,4,3,6,0,0,1,society,True,False,business,13,11,1,1,64,7,1,76,True,False,False,True,3977,3131,4179,53,none,False,7,7,8,6,2,none,True,old_sale_subscription,2,1,0,6,6,0,5,0.81,digest,personal,synthetic
1398,none,True,165,20,45,True,True,False,False,False,False,False,False,False,False,False,0,personal,True,3,False,admin,9,16,4,9,241,3,963,society,False,False,personal,97,30,4,58,82,15,2,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,7,9,8,7,7,5,-1,0.81,digest,personal,synthetic
1399,voice,True,32,11,30,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,0,True,member,1,0,0,8,111,1,506,marketplace,False,False,group,96,19,2,52,37,6,3,14,True,False,False,False,0,0,0,1,none,True,0,0,3,0,2,none,False,none,1,0,0,1,1,0,-8,0.76,mute,promotion,synthetic
1400,none,False,222,8,25,True,False,False,False,True,False,False,False,False,False,False,0,group,True,6,False,member,4,5,3,4,33,1,257,none,False,False,business,53,29,3,31,33,15,1,48,True,False,True,False,0,0,1,32,none,False,0,0,2,0,0,none,True,none,16,16,8,16,16,5,0,0.75,digest,personal,synthetic
1401,image,True,196,14,14,True,False,False,False,True,False,False,False,False,False,False,0,group,False,0,True,none,1,0,0,1,1,0,16,marketplace,False,False,group,51,16,3,17,37,5,4,45,True,False,True,True,15,13,112,29,none,False,6,6,8,3,2,none,False,old_retail_coupon_list,0,0,2,4,4,5,4,0.75,mute,promotion,synthetic
1402,voice,True,138,21,41,True,False,False,False,False,True,False,False,False,False,False,0,group,True,1,False,member,7,5,3,8,134,2,620,society,False,False,group,78,28,4,44,79,17,1,19,True,False,False,False,0,0,0,3,none,False,0,0,1,0,0,none,False,none,1,2,3,0,0,5,-4,0.82,notify,personal,synthetic
1403,none,True,191,19,15,False,False,False,False,True,False,False,False,True,False,False,0,personal,True,18,False,admin,7,12,4,9,232,3,912,coworker,False,False,group,96,23,4,55,67,14,1,22,True,False,False,False,0,0,0,1,none,False,0,0,0,0,0,none,False,none,21,13,7,8,8,5,-3,0.84,mute,forward,synthetic
1404,none,False,224,20,23,False,True,False,False,False,False,False,False,False,False,False,0,group,False,4,False,none,13,10,9,3,173,2,667,college_faculty,False,False,group,80,17,4,42,85,16,1,35,True,True,False,False,0,0,0,8,none,False,0,0,3,0,2,none,False,none,6,1,1,3,3,5,-2,0.76,notify,payment,synthetic
1405,none,False,79,17,53,False,False,False,False,False,False,True,False,False,False,False,0,group,False,10,False,none,1,0,1,0,1,0,16,none,True,False,personal,79,13,0,17,114,25,1,13,True,False,False,False,0,0,2,49,none,False,0,0,4,0,1,none,False,none,12,15,6,4,4,5,-3,0.75,digest,personal,synthetic
1406,none,False,218,12,52,True,True,False,False,False,False,True,False,False,True,False,0,personal,False,11,True,none,4,11,1,9,86,3,427,marketplace,False,False,personal,97,30,4,56,18,4,2,79,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,8,16,8,13,13,5,8,0.91,mute,payment,synthetic
1407,none,False,176,14,35,False,False,False,False,False,False,False,False,False,True,False,0,group,True,6,False,none,2,0,1,1,29,1,245,none,True,False,group,37,27,1,11,113,31,1,16,True,False,True,False,0,0,2,23,none,False,0,0,7,0,1,none,False,none,16,19,2,8,8,5,-10,0.75,notify,payment,synthetic
1408,none,False,170,20,47,False,False,False,False,False,False,False,False,False,False,False,0,group,False,2,False,none,1,0,0,2,3,0,52,none,True,True,business,10,10,2,12,39,4,4,34,True,False,True,False,1566,1346,2088,44,healthcare_product,False,3,3,8,0,2,none,False,delivery_expected_today,1,1,2,7,7,5,1,0.77,digest,promotion,synthetic
1409,none,False,215,21,41,False,False,False,False,False,True,False,False,False,False,False,0,group,True,10,False,admin,24,15,12,2,177,3,717,school_group,False,False,business,92,24,2,23,117,40,1,13,True,False,False,False,0,0,0,16,cinema,False,0,0,3,0,1,none,False,none,19,15,5,1,1,5,-9,0.76,notify,business_update,synthetic
1410,none,False,178,21,7,False,False,False,False,False,False,False,True,False,True,False,0,personal,True,9,False,member,6,12,3,8,223,3,878,marketplace,False,False,personal,96,29,4,58,74,21,2,24,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,3,5,1,0,0,5,-8,0.75,notify,urgent,synthetic
1411,none,False,199,21,48,False,False,False,False,False,False,False,True,False,True,False,0,group,False,7,False,none,1,0,0,0,0,0,0,none,True,True,group,1,10,0,1,89,22,0,36,True,False,False,True,4449,3481,5282,54,logistics,True,5,5,7,1,0,none,False,none,15,18,0,1,1,5,-9,0.89,mute,payment,synthetic
1412,none,False,147,10,23,False,False,False,False,False,True,False,False,False,False,False,0,group,False,10,False,member,6,9,9,5,76,1,373,society,False,False,group,91,12,0,20,117,41,0,14,True,True,True,True,0,0,0,6,retail,False,1,1,6,1,2,none,False,none,23,20,4,6,6,5,-17,0.78,notify,business_update,synthetic
1413,voice,False,11,22,52,False,False,False,False,False,False,False,False,False,False,False,0,group,False,0,False,member,6,7,6,0,4,1,59,society,False,False,group,58,27,2,15,82,19,0,54,True,True,True,False,0,0,15,16,bank,False,0,0,3,0,2,none,False,active_retail_membership,16,12,3,0,0,0,9,0.75,mute,payment,synthetic
1414,none,False,162,8,28,False,False,False,False,True,False,True,False,False,True,False,0,group,True,18,False,member,8,9,8,8,48,1,335,marketplace,True,False,business,52,24,0,15,39,6,3,64,True,False,True,False,1,1,50,50,none,False,0,0,3,0,1,none,False,prescription_refill,9,2,9,12,12,5,1,0.83,digest,personal,synthetic
1415,none,True,202,9,26,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,20,True,admin,24,19,10,9,239,4,948,marketplace,False,False,personal,97,31,2,58,94,29,1,15,True,False,False,False,0,0,0,0,none,False,0,0,0,0,1,none,False,none,22,22,3,9,9,5,5,0.76,digest,personal,synthetic
1416,none,False,206,9,28,False,False,False,False,False,False,False,False,False,True,False,0,group,False,1,False,member,1,0,0,0,0,0,0,none,True,True,group,25,13,0,11,47,25,3,44,True,False,True,False,1120,846,2056,53,none,False,1,1,8,0,2,0,False,none,9,19,9,3,3,5,5,0.76,mute,promotion,synthetic
1417,none,False,215,14,56,False,False,False,False,False,False,True,False,False,False,False,0,personal,True,19,True,admin,20,19,11,9,192,4,747,school_group,False,False,group,97,25,3,45,101,19,1,36,True,False,False,False,0,0,0,17,none,False,0,0,0,0,0,none,False,none,17,15,3,1,1,5,4,0.78,notify,event,synthetic
1418,none,False,167,16,9,True,False,False,False,False,False,False,True,False,False,False,0,business,True,20,False,admin,3,2,1,0,1,2,21,none,False,True,group,42,11,2,23,104,28,0,14,True,False,False,False,2,2,30,19,bank,False,3,3,7,3,2,none,False,none,23,23,4,15,15,5,-30,0.75,mute,forward,synthetic
1419,none,False,208,15,16,False,False,False,False,False,False,False,False,False,True,False,0,group,False,12,False,none,1,2,1,9,64,0,378,society,False,True,group,68,17,2,6,37,4,1,65,True,False,False,True,0,0,0,13,none,True,0,0,6,0,2,none,True,none,2,0,6,6,6,5,-15,0.82,notify,personal,synthetic
1420,none,True,127,10,5,True,True,True,False,False,False,False,False,False,False,False,1,business,True,0,False,admin,2,0,0,6,35,0,237,none,False,False,group,53,16,3,44,19,3,4,57,True,False,False,False,0,0,0,16,none,False,0,0,6,1,2,none,False,none,0,0,8,12,12,5,1,0.88,mute,forward,synthetic
1421,none,False,223,18,46,True,False,False,False,True,False,False,False,False,False,False,0,business,False,0,False,none,1,0,0,1,1,0,24,none,False,False,business,8,6,3,6,18,3,3,78,True,False,True,False,1859,1414,1991,54,travel,False,0,0,7,1,2,0,False,upcoming_clinic_appointment,0,0,2,9,9,5,-3,0.81,notify,event,synthetic
1422,none,False,194,14,20,True,False,False,False,False,False,True,False,False,False,False,0,personal,False,6,False,member,5,7,1,9,230,3,894,sports,False,False,group,97,22,4,57,71,19,2,13,True,False,False,False,0,0,0,0,none,False,0,0,1,0,1,none,False,none,12,13,5,8,8,5,3,0.77,digest,personal,synthetic
1423,none,False,216,7,52,False,False,False,False,False,True,False,False,False,True,False,0,group,False,0,False,member,10,6,7,1,153,1,648,society,False,False,group,92,28,2,43,103,24,0,18,True,False,False,False,0,0,0,9,none,False,0,0,4,0,1,none,False,none,11,4,3,4,4,5,-15,0.76,mute,forward,synthetic
1424,none,False,172,13,19,False,False,False,False,False,False,False,False,False,True,False,0,group,True,14,False,member,9,15,7,8,143,3,630,marketplace,False,False,personal,96,30,3,48,52,7,3,34,True,False,False,False,0,0,0,1,none,False,0,0,4,0,1,none,False,none,12,3,1,7,7,5,1,0.8,digest,personal,synthetic
1425,image,False,141,9,56,False,False,False,False,True,False,False,False,False,True,False,0,group,True,20,False,admin,20,19,12,6,163,3,669,college_faculty,False,True,business,31,21,3,34,88,36,1,52,True,False,False,False,0,0,0,23,none,False,0,0,6,0,1,none,False,loan_promotions_opted_out,23,23,4,6,6,5,5,0.78,digest,personal,synthetic
1426,none,True,193,11,45,True,False,False,False,True,False,False,False,False,False,False,0,group,False,1,False,none,1,0,0,4,5,0,69,marketplace,False,False,business,19,6,1,6,85,12,2,15,True,False,False,False,2361,1761,3110,54,ecommerce_delivery,True,0,0,7,0,2,none,False,none,2,1,5,2,2,5,-12,0.76,digest,personal,synthetic
1427,none,False,165,21,50,True,False,False,False,False,False,False,False,False,False,False,0,business,False,4,False,member,6,14,7,0,28,2,207,family,False,False,group,90,23,0,13,88,34,1,30,True,False,True,False,10,8,181,53,none,False,0,0,4,0,2,none,False,none,15,14,4,0,0,5,-7,0.75,mute,promotion,synthetic
1428,none,False,214,14,46,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,11,True,member,11,13,4,8,147,2,624,marketplace,False,False,group,93,19,1,51,88,10,1,25,True,False,False,False,0,0,0,0,none,False,0,0,2,0,1,none,False,none,5,4,8,19,19,5,-4,0.81,notify,business_update,synthetic
1429,none,False,153,11,51,False,False,False,False,False,False,False,False,False,False,False,0,business,True,2,True,admin,14,18,10,9,215,4,853,school_group,True,False,group,85,30,3,51,78,34,3,22,True,False,False,False,0,0,0,21,none,False,0,0,5,0,0,none,False,none,20,19,8,3,3,5,4,0.75,digest,greeting,synthetic
1430,image,False,211,18,56,False,False,False,False,True,False,False,False,True,True,False,0,group,False,9,False,member,11,17,7,9,42,2,259,dance_class,False,False,group,92,30,4,54,45,7,2,71,True,False,False,False,0,0,0,1,none,False,0,0,0,0,1,none,False,none,2,1,5,1,1,5,-2,0.77,notify,business_update,synthetic
1431,none,False,228,20,9,False,False,False,False,False,False,False,False,False,True,False,0,business,True,17,False,none,1,0,0,1,0,1,4,none,True,False,business,68,4,1,1,28,24,4,56,True,False,True,True,4159,3242,4827,54,bank,False,3,3,8,0,1,none,False,none,18,22,5,14,14,5,-1,0.75,notify,payment,synthetic
1432,none,True,197,16,33,False,True,False,False,False,False,False,False,False,False,False,0,group,True,19,False,none,10,2,6,0,27,2,186,marketplace,True,False,business,50,21,3,8,90,23,3,21,True,False,False,False,3,3,77,28,none,False,2,2,7,1,2,none,True,none,21,19,0,14,14,5,12,0.77,notify,event,synthetic
1433,none,True,80,8,14,False,False,False,False,True,False,False,False,False,True,False,0,group,False,20,False,member,1,0,0,1,0,0,1,none,True,True,group,14,12,3,8,25,3,4,53,True,False,True,False,1767,1373,2063,44,none,False,7,7,8,9,2,0,False,old_sale_subscription,9,1,4,12,12,0,-1,0.75,notify,payment,synthetic
1434,none,False,196,18,12,False,False,False,False,False,False,True,False,False,False,False,0,business,False,8,False,none,2,0,0,6,150,0,669,marketplace,False,False,personal,89,26,1,46,93,16,1,13,True,False,False,False,0,0,0,2,none,False,0,0,3,0,2,none,False,none,5,0,4,1,1,5,2,0.75,digest,personal,synthetic
1435,none,False,200,22,55,False,False,False,False,False,False,False,False,False,False,False,0,business,True,20,False,admin,11,7,7,0,79,2,410,none,False,True,business,31,6,0,6,94,20,3,14,True,False,False,True,144,109,686,51,retail,False,1,1,7,1,2,0,False,old_retail_coupon_list,23,16,9,18,18,5,7,0.78,notify,personal,synthetic
1436,none,False,193,18,34,False,False,False,False,False,False,False,False,False,True,False,0,group,True,14,True,member,6,14,5,8,6,1,75,college_faculty,True,False,group,89,29,2,15,28,7,1,64,True,False,False,False,0,0,0,9,none,False,1,1,7,0,1,none,True,recent_product_purchase,11,20,4,3,3,5,9,0.81,digest,business_update,synthetic
1437,none,False,143,7,55,False,False,False,False,False,False,True,False,False,True,False,0,group,True,17,False,admin,17,18,9,0,81,3,413,society,True,False,group,95,25,0,19,58,17,1,31,True,True,True,False,0,0,0,19,food_delivery,False,0,0,5,0,2,0,False,none,22,22,8,6,6,5,11,0.76,notify,event,synthetic
1438,image,False,60,20,3,False,False,False,False,False,True,False,False,False,False,False,0,group,False,11,False,none,1,0,0,0,0,0,0,none,False,False,group,20,7,4,9,51,4,3,29,True,False,False,False,477,414,1759,46,none,True,0,0,6,0,2,none,False,delivery_expected_today,7,1,2,5,5,0,-23,0.77,mute,scam,synthetic
1439,none,False,172,22,36,False,False,False,False,False,False,False,False,False,True,False,0,business,False,1,False,none,5,2,1,1,0,0,10,none,False,True,business,14,3,0,1,77,18,1,74,True,False,False,False,4450,3482,5297,55,payments,True,7,7,8,4,2,none,False,old_retail_coupon_list,4,2,2,8,8,5,-10,0.77,digest,event,synthetic
1440,none,False,223,8,56,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,20,False,admin,18,19,10,8,240,3,951,society,False,False,group,97,24,3,58,104,26,3,15,True,False,False,False,0,0,0,1,none,False,0,0,0,0,0,none,False,none,23,23,6,9,9,5,0,0.78,digest,personal,synthetic
1441,none,False,174,13,52,False,False,False,False,False,False,True,False,False,False,False,0,personal,True,2,True,admin,16,17,10,9,62,2,314,college_faculty,False,False,business,82,15,3,56,73,34,2,33,True,False,False,False,0,0,0,21,none,False,0,0,0,0,2,none,False,none,11,12,7,1,1,5,3,0.75,notify,event,synthetic
1442,none,False,228,12,56,False,False,False,False,False,False,False,True,False,False,False,0,business,True,0,False,member,6,8,1,0,0,0,2,marketplace,False,False,group,94,20,0,15,108,30,0,18,True,False,False,False,0,0,0,46,healthcare,False,0,0,4,0,1,none,False,none,9,4,4,9,9,5,1,0.79,digest,personal,synthetic
1443,none,False,216,8,42,True,False,False,False,False,False,False,False,False,False,False,0,business,True,20,False,admin,13,17,7,7,235,3,929,none,False,True,business,72,18,3,26,63,23,4,15,True,False,False,False,0,0,0,9,none,False,0,0,7,0,2,none,False,none,23,23,1,0,0,5,-23,0.75,notify,payment,synthetic
1444,none,True,185,9,5,True,False,False,False,True,False,False,False,False,False,False,0,business,True,2,False,none,3,1,1,7,10,1,99,none,False,False,group,39,18,2,3,67,14,2,49,True,False,False,False,11,8,123,47,none,False,0,0,7,0,2,none,False,none,2,1,4,16,16,5,-4,0.75,digest,personal,synthetic
1445,none,False,158,18,22,False,False,False,False,False,False,False,False,False,False,False,0,group,False,0,False,none,1,0,0,0,0,0,1,none,True,False,group,34,12,0,8,83,13,0,24,True,False,False,False,253,201,482,40,none,False,1,1,6,1,2,none,False,none,0,1,2,2,2,5,-5,0.75,digest,personal,synthetic
1446,none,False,147,8,22,False,False,False,False,False,False,True,False,False,False,False,0,group,False,4,False,none,1,0,0,0,0,0,0,family,True,False,business,14,12,2,11,91,22,3,16,True,False,False,False,3922,3056,4214,43,retail,True,1,1,7,0,2,none,False,none,10,8,0,0,0,1,0,0.76,digest,event,synthetic
1447,none,False,175,13,30,False,False,False,False,False,False,False,False,False,False,False,0,group,False,1,False,none,7,4,7,2,23,0,178,marketplace,False,False,group,67,13,0,18,111,32,0,20,True,True,True,False,0,0,0,15,cinema,False,0,0,2,0,2,none,False,none,4,9,6,6,6,5,-7,0.8,mute,promotion,synthetic
1448,image,True,214,18,56,False,False,False,False,False,True,False,False,False,False,False,0,business,True,9,False,member,15,19,11,9,241,3,961,school_group,False,False,business,92,29,1,16,96,9,0,20,True,False,False,False,0,0,0,2,none,False,0,0,5,0,2,none,False,none,9,2,3,11,11,5,5,0.77,digest,personal,synthetic
1449,voice,True,83,12,54,False,False,False,False,False,False,False,False,True,True,False,0,business,False,15,False,member,3,8,3,9,56,1,345,none,False,False,business,71,16,1,2,43,5,2,69,True,False,False,False,6,4,223,52,none,False,1,1,7,1,2,none,False,none,1,0,8,9,9,0,-14,0.75,mute,forward,synthetic
1450,none,False,74,17,6,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,16,False,member,4,6,0,9,235,3,929,coworker,False,False,group,95,29,4,55,83,12,3,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,2,none,False,none,16,14,8,8,8,5,-4,0.75,mute,scam,synthetic
1451,voice,False,43,21,2,False,False,False,False,False,True,False,False,False,True,False,0,group,True,17,False,admin,17,18,9,9,237,4,945,society,False,True,group,90,31,4,49,23,4,4,75,True,False,False,False,0,0,0,0,none,False,0,0,6,0,1,none,False,prescription_refill,9,7,6,12,12,4,-20,0.84,mute,forward,synthetic
1452,none,True,225,18,49,True,False,False,False,False,True,False,False,False,True,False,0,business,True,11,True,none,2,0,0,4,53,0,341,none,False,True,business,4,13,2,0,55,5,3,53,True,False,True,False,3085,2442,3391,54,none,True,7,7,7,9,0,none,True,none,1,2,0,9,9,5,-23,0.99,notify,urgent,synthetic
1453,image,True,73,8,39,True,False,True,False,False,False,False,False,False,False,False,1,group,True,5,False,member,1,0,0,0,0,0,10,none,False,False,business,20,25,3,7,33,6,3,47,True,False,False,False,20,15,250,52,none,False,0,0,5,0,1,none,True,none,14,7,1,7,7,0,2,0.75,digest,personal,synthetic
1454,none,False,173,21,35,False,False,False,False,False,True,True,True,False,True,False,0,group,False,18,False,admin,10,9,8,7,93,1,450,family,True,False,group,15,2,0,8,115,40,1,16,True,False,True,False,4318,3372,4877,53,ecommerce,False,1,1,6,0,1,none,False,none,14,17,9,9,9,5,-16,0.75,digest,personal,synthetic
1455,none,False,90,17,45,False,False,False,False,False,False,False,False,False,True,False,0,group,True,10,False,admin,12,14,9,8,235,4,930,real_estate,False,False,group,97,30,4,54,32,4,3,33,True,False,False,False,0,0,0,0,none,False,0,0,4,0,1,none,False,none,11,2,3,8,8,5,2,0.76,notify,payment,synthetic
1456,none,False,192,19,33,False,False,False,False,False,False,False,True,False,False,False,0,business,False,19,False,member,10,7,3,8,57,1,330,none,False,True,group,71,8,0,17,42,7,2,66,True,False,False,True,17,14,175,45,none,True,1,1,6,0,2,0,False,active_retail_membership,8,4,9,5,5,5,-3,0.78,notify,payment,synthetic
1457,none,True,168,10,40,True,True,False,False,False,False,False,False,False,False,False,0,group,True,20,True,admin,19,17,11,8,229,4,899,coworker,False,False,group,97,31,4,56,42,23,2,23,True,False,False,False,0,0,0,0,none,False,0,0,1,0,2,none,False,none,23,23,2,1,1,5,4,0.75,notify,event,synthetic
1458,none,False,230,19,11,False,False,False,False,False,False,False,True,False,True,False,0,business,False,4,False,none,3,0,1,0,0,0,1,none,True,True,group,36,3,1,3,23,6,3,71,True,False,True,True,2024,1656,2443,37,ecommerce,True,7,7,8,5,1,none,False,old_sale_subscription,14,8,8,19,19,5,-5,0.85,digest,personal,synthetic
1459,image,True,68,17,33,False,False,False,False,False,True,False,False,False,True,False,0,group,True,3,False,member,8,7,4,5,220,1,882,society,False,True,group,58,22,3,15,51,4,4,21,True,False,False,False,0,0,0,3,none,False,0,0,4,0,1,none,False,recent_product_purchase,2,1,9,9,9,1,-7,0.8,notify,urgent,synthetic
1460,none,False,139,15,33,False,False,False,False,False,False,False,False,False,False,False,0,group,True,7,False,member,17,12,8,1,63,2,345,society,False,False,group,92,25,4,45,88,14,3,18,True,False,False,False,0,0,0,11,ecommerce_delivery,False,0,0,1,0,0,none,False,none,8,4,8,0,0,5,-11,0.88,mute,scam,synthetic
1461,none,False,223,18,6,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,10,False,none,6,8,3,2,3,0,47,society,True,False,group,73,17,1,44,105,26,1,19,True,False,False,False,0,0,1,14,none,True,0,0,4,0,1,none,False,none,5,18,7,8,8,5,4,0.81,mute,forward,synthetic
1462,image,False,111,21,9,True,False,False,False,False,False,False,True,False,False,False,0,group,True,5,False,none,6,5,1,6,3,1,49,marketplace,False,False,group,96,31,4,57,20,3,4,67,True,False,False,False,0,0,0,0,none,False,0,0,2,0,2,none,False,none,0,0,4,2,2,5,-5,0.75,notify,payment,synthetic
1463,none,False,167,8,42,False,False,False,False,False,False,False,False,False,True,False,0,group,True,8,False,member,10,4,3,0,158,2,701,marketplace,False,False,personal,95,31,3,44,102,35,2,16,True,False,False,False,0,0,0,1,none,False,0,0,1,0,1,none,False,none,19,17,8,2,2,5,3,0.75,mute,forward,synthetic
1464,none,False,210,13,52,False,True,True,False,False,False,False,False,False,False,False,1,group,True,3,False,member,2,1,0,0,5,1,58,extended_family,False,False,group,92,24,3,16,69,23,3,18,True,False,False,False,0,0,0,29,none,False,0,0,1,0,1,none,False,none,10,19,4,2,2,5,12,0.79,digest,promotion,synthetic
1465,none,False,183,15,32,False,False,False,False,True,False,True,False,False,True,True,0,group,False,0,False,none,4,6,2,2,23,0,183,society,False,False,group,29,18,1,4,100,15,0,50,True,False,False,False,13,11,119,30,none,False,1,1,8,0,2,none,False,none,0,0,5,13,13,5,-14,0.76,notify,payment,synthetic
